,original_title,runtime,genres,production_companies,release_date,release_year,budget_adj,revenue_adj,number_of_companies,budget_per_company,Company,revenue_per_company,Profit
7183,Against the Ropes,106.0,Romance|Drama,Paramount Pictures|Cort/Madden Productions|ATR Films|MMP Erste Filmproduktions|Moviemakers Productions (MMP),2/20/04,2004,45023370,7635825,5,9004674,"['Paramount Pictures', 'Cort/Madden Productions', 'ATR Films', 'MMP Erste Filmproduktions', 'Moviemakers Productions (MMP)']",1527165,-37387545
7192,A Dirty Shame,89.0,Comedy,Fine Line Features|Killer Films|John Wells Productions|This Is That Productions,9/12/04,2004,17316680,2209800,4,4329170,"['Fine Line Features', 'Killer Films', 'John Wells Productions', 'This Is That Productions']",552450,-15106880
7197,Ladder 49,115.0,Drama|Action|Thriller,Casey Silver Productions|Beacon Communications|Touchstone Pictures|Beacon Pictures|Fantail Films Inc.,10/1/04,2004,69266723,86054330,5,13853344,"['Casey Silver Productions', 'Beacon Communications', 'Touchstone Pictures', 'Beacon Pictures', 'Fantail Films Inc.']",17210866,16787607
7205,Catch That Kid,92.0,Family|Action|Adventure,Fox 2000 Pictures|Mad Chance|Nimbus Film Productions|Mediastream Dritte Film GmbH & Co. Beteiligungs KG|Splendid Productions,2/6/04,2004,20780017,19282544,5,4156003,"['Fox 2000 Pictures', 'Mad Chance', 'Nimbus Film Productions', 'Mediastream Dritte Film GmbH & Co. Beteiligungs KG', 'Splendid Productions']",3856508,-1497473
7206,Il cartaio,103.0,Horror,Opera Film Produzione|Medusa Film,1/2/04,2004,3001558,1707473,2,1500779,"['Opera Film Produzione', 'Medusa Film']",853736,-1294085
7225,Mean Creek,90.0,Crime|Drama,Whitewater Films,1/15/04,2004,577222,697219,1,577222,['Whitewater Films'],697219,119997
7228,We Don't Live Here Anymore,101.0,Drama|Romance,Front Street Productions|Renaissance Films|Warner Bros.,1/20/04,2004,3463336,2352234,3,1154445,"['Front Street Productions', 'Renaissance Films', 'Warner Bros.']",784078,-1111102
7234,Welcome to Mooseport,110.0,Comedy,20th Century Fox,2/24/04,2004,34633361,16162235,1,34633361,['20th Century Fox'],16162235,-18471126
7250,Narco,105.0,Comedy,StudioCanal|M6 Films|Les Productions du Tr̩sor|TF1 Films Production,12/1/04,2004,950406,950406,4,237601,"['StudioCanal', 'M6 Films', 'Les Productions du Tr̩sor', 'TF1 Films Production']",237601,0
7269,The Godfather,175.0,Drama|Crime,Paramount Pictures|Alfran Productions,3/15/72,1972,31287365,1277913732,2,15643682,"['Paramount Pictures', 'Alfran Productions']",638956866,1246626367
7270,Deliverance,109.0,Drama|Adventure|Thriller,Warner Bros.|Elmer Enterprises,7/30/72,1972,10429121,240507830,2,5214560,"['Warner Bros.', 'Elmer Enterprises']",120253915,230078709
7271,Conquest of the Planet of the Apes,88.0,Action|Science Fiction,Twentieth Century Fox Film Corporation|APJAC Productions,6/29/72,1972,9386209,50581241,2,4693104,"['Twentieth Century Fox Film Corporation', 'APJAC Productions']",25290620,41195032
7273,Frenzy,116.0,Crime|Drama|Mystery|Thriller,Universal Pictures,5/25/72,1972,18250963,65703467,1,18250963,['Universal Pictures'],65703467,47452504
7277,Pink Flamingos,93.0,Comedy,Dreamland Productions,3/12/72,1972,62574,31287365,1,62574,['Dreamland Productions'],31287365,31224791
7278,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,88.0,Comedy,United Artists,8/6/72,1972,10429121,93947041,1,10429121,['United Artists'],93947041,83517920
7284,The Poseidon Adventure,117.0,Action|Adventure,Twentieth Century Fox Film Corporation|Kent Productions,12/1/72,1972,26072804,440959531,2,13036402,"['Twentieth Century Fox Film Corporation', 'Kent Productions']",220479765,414886727
7288,The Getaway,118.0,Action|Crime|Thriller,First Artists,12/13/72,1972,17480532,306783033,1,17480532,['First Artists'],306783033,289302501
7309,The Empire Strikes Back,124.0,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,1/1/80,1980,47628661,1424626187,2,23814330,"['Lucasfilm', 'Twentieth Century Fox Film Corporation']",712313093,1376997526
7310,The Shining,144.0,Horror|Thriller,Warner Bros.|Peregrine,5/22/80,1980,50274698,116471589,2,25137349,"['Warner Bros.', 'Peregrine']",58235794,66196891
7311,Airplane!,88.0,Comedy|Romance,Paramount Pictures,7/2/80,1980,9261128,220821131,1,9261128,['Paramount Pictures'],220821131,211560003
7312,The Blues Brothers,133.0,Music|Comedy|Action|Crime,Universal Pictures,6/17/80,1980,71442992,304902523,1,71442992,['Universal Pictures'],304902523,233459531
7313,The Blue Lagoon,104.0,Romance|Adventure|Drama,Columbia Pictures Corporation,7/5/80,1980,11907165,155727481,1,11907165,['Columbia Pictures Corporation'],155727481,143820316
7314,Raging Bull,129.0,Drama,United Artists,11/14/80,1980,47628661,60858845,1,47628661,['United Artists'],60858845,13230184
7315,Superman II,127.0,Action|Adventure|Fantasy|Science Fiction,Warner Bros.|Dovemead Films|Film Export A.G.,12/4/80,1980,142885984,286263354,3,47628661,"['Warner Bros.', 'Dovemead Films', 'Film Export A.G.']",95421118,143377370
7316,Friday the 13th,95.0,Horror,Paramount Pictures|Georgetown Productions Inc.|Sean S. Cunningham Films,5/9/80,1980,1455320,158112870,3,485106,"['Paramount Pictures', 'Georgetown Productions Inc.', 'Sean S. Cunningham Films']",52704290,156657550
7318,Flash Gordon,111.0,Science Fiction,Dino De Laurentiis Company|Starling Films,9/1/80,1980,92611286,71728658,2,46305643,"['Dino De Laurentiis Company', 'Starling Films']",35864329,-20882628
7319,The Elephant Man,124.0,Drama|History,Brooksfilms,10/3/80,1980,13230183,68825702,1,13230183,['Brooksfilms'],68825702,55595519
7324,The Fog,89.0,Horror,AVCO Embassy Pictures|EDI|Debra Hill Productions,2/8/80,1980,2646036,56567928,3,882012,"['AVCO Embassy Pictures', 'EDI', 'Debra Hill Productions']",18855976,53921892
7326,Caddyshack,98.0,Comedy,Orion Pictures,7/25/80,1980,15876220,105434890,1,15876220,['Orion Pictures'],105434890,89558670
7327,Dressed to Kill,105.0,Horror|Mystery|Thriller,Filmways Pictures|Cinema 77 Films,6/25/80,1980,17199238,84405926,2,8599619,"['Filmways Pictures', 'Cinema 77 Films']",42202963,67206688
7328,Used Cars,113.0,Action|Comedy,Columbia Pictures Corporation,7/11/80,1980,21168294,30999169,1,21168294,['Columbia Pictures Corporation'],30999169,9830875
7332,Heaven's Gate,219.0,Action|Drama|History|Western,United Artists,11/19/80,1980,116425617,9219667,1,116425617,['United Artists'],9219667,-107205950
7343,Altered States,102.0,Mystery|Drama|Fantasy|Science Fiction|Thriller,Warner Bros.,12/25/80,1980,39690551,52534127,1,39690551,['Warner Bros.'],52534127,12843576
7348,American Gigolo,117.0,Thriller|Drama|Crime|Romance,Paramount Pictures,2/8/80,1980,12700976,60180597,1,12700976,['Paramount Pictures'],60180597,47479621
7352,Atlantic City,104.0,Crime|Drama|Romance,Paramount Pictures|Canadian Film Development Corporation (CFDC)|Famous Players Limited|Selta Films|International Cinema Corporation (ICC),9/2/80,1980,19051464,33683195,5,3810292,"['Paramount Pictures', 'Canadian Film Development Corporation (CFDC)', 'Famous Players Limited', 'Selta Films', 'International Cinema Corporation (ICC)']",6736639,14631731
7355,Stardust Memories,89.0,Comedy|Drama|Romance,United Artists|Rollins-Joffe Productions,9/26/80,1980,26460367,27489683,2,13230183,"['United Artists', 'Rollins-Joffe Productions']",13744841,1029316
7361,Prom Night,92.0,Horror|Mystery|Thriller,Guardian Trust Company|Simcom Limited|Prom Night Productions,7/18/80,1980,2646036,39151384,3,882012,"['Guardian Trust Company', 'Simcom Limited', 'Prom Night Productions']",13050461,36505348
7367,Battle Beyond the Stars,104.0,Science Fiction,New World Pictures,9/8/80,1980,5292073,29106404,1,5292073,['New World Pictures'],29106404,23814331
7370,Xanadu,96.0,Fantasy|Music|Romance,Universal Pictures,8/8/80,1980,52920735,59460666,1,52920735,['Universal Pictures'],59460666,6539931
7371,The Long Riders,99.0,Western|History,United Artists,5/12/80,1980,26460367,41794650,1,26460367,['United Artists'],41794650,15334283
7387,Pirates of the Caribbean: At World's End,169.0,Adventure|Fantasy|Action,Walt Disney Pictures|Jerry Bruckheimer Films|Second Mate Productions,5/19/07,2007,315500574,1010653507,3,105166858,"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Second Mate Productions']",336884502,695152933
7388,Harry Potter and the Order of the Phoenix,138.0,Adventure|Fantasy|Family|Mystery,Cool Music|Warner Bros.|Heyday Films|Harry Potter Publishing Rights,6/28/07,2007,157750287,986688860,4,39437571,"['Cool Music', 'Warner Bros.', 'Heyday Films', 'Harry Potter Publishing Rights']",246672215,828938573
7389,Ratatouille,111.0,Animation|Comedy|Family|Fantasy,Walt Disney Pictures|Pixar Animation Studios,6/22/07,2007,157750287,655949691,2,78875143,"['Walt Disney Pictures', 'Pixar Animation Studios']",327974845,498199404
7390,The Bourne Ultimatum,115.0,Action|Drama|Mystery|Thriller,Universal Pictures|The Kennedy/Marshall Company|Ludlum Entertainment|Motion Picture BETA Produktionsgesellschaft|Bourne Again,8/3/07,2007,73616800,465704233,5,14723360,"['Universal Pictures', 'The Kennedy/Marshall Company', 'Ludlum Entertainment', 'Motion Picture BETA Produktionsgesellschaft', 'Bourne Again']",93140846,392087433
7391,No Country for Old Men,122.0,Crime|Drama|Thriller,Miramax Films|Scott Rudin Productions|Paramount Vantage|Mike Zoss Productions,11/8/07,2007,26291714,180466328,4,6572928,"['Miramax Films', 'Scott Rudin Productions', 'Paramount Vantage', 'Mike Zoss Productions']",45116582,154174614
7392,I Am Legend,101.0,Drama|Horror|Action|Thriller|Science Fiction,Village Roadshow Pictures|Original Film|Weed Road Pictures|Warner Bros.|Heyday Films,12/14/07,2007,157750287,615593163,5,31550057,"['Village Roadshow Pictures', 'Original Film', 'Weed Road Pictures', 'Warner Bros.', 'Heyday Films']",123118632,457842876
7393,National Treasure: Book of Secrets,124.0,Action|Adventure|Mystery|Thriller,Jerry Bruckheimer Films|Saturn Films|Walt Disney|Junction Entertainment|Sparkler Entertainment,12/13/07,2007,136716915,480994474,5,27343383,"['Jerry Bruckheimer Films', 'Saturn Films', 'Walt Disney', 'Junction Entertainment', 'Sparkler Entertainment']",96198894,344277559
7394,Spider-Man 3,139.0,Fantasy|Action|Adventure,Columbia Pictures|Laura Ziskin Productions|Marvel Enterprises,5/1/07,2007,271330494,936901700,3,90443498,"['Columbia Pictures', 'Laura Ziskin Productions', 'Marvel Enterprises']",312300566,665571206
7395,The Mist,126.0,Science Fiction|Horror|Thriller,Darkwoods Productions|Dimension Films,11/21/07,2007,18930034,60046269,2,9465017,"['Darkwoods Productions', 'Dimension Films']",30023134,41116235
7396,Stardust,127.0,Adventure|Fantasy|Romance|Family,Paramount Pictures|Ingenious Film Partners|Di Bonaventura Pictures|Marv Films|Vaughn Productions,8/9/07,2007,73616800,142564220,5,14723360,"['Paramount Pictures', 'Ingenious Film Partners', 'Di Bonaventura Pictures', 'Marv Films', 'Vaughn Productions']",28512844,68947420
7397,Death Proof,113.0,Action|Thriller,The Weinstein Company|Dimension Films|Troublemaker Studios|Rodriguez International Pictures,5/21/07,2007,26291714,26331569,4,6572928,"['The Weinstein Company', 'Dimension Films', 'Troublemaker Studios', 'Rodriguez International Pictures']",6582892,39855
7398,Live Free or Die Hard,128.0,Action|Thriller,Ingenious Film Partners|Twentieth Century Fox Film Corporation|Dune Entertainment|Cheyenne Enterprises|Wintergreen Productions,6/20/07,2007,115683544,403347991,5,23136708,"['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Cheyenne Enterprises', 'Wintergreen Productions']",80669598,287664447
7399,Rush Hour 3,91.0,Action|Comedy|Crime|Thriller,New Line Cinema,8/8/07,2007,147233601,271353876,1,147233601,['New Line Cinema'],271353876,124120275
7400,Into the Wild,148.0,Adventure|Drama,Paramount Vantage|River Road Entertainment|Art Linson Productions|Into the Wild,9/11/07,2007,15775028,59161765,4,3943757,"['Paramount Vantage', 'River Road Entertainment', 'Art Linson Productions', 'Into the Wild']",14790441,43386737
7401,300,117.0,Action|Adventure|War,Virtual Studios|Legendary Pictures|Hollywood Gang Productions|Atmosphere Entertainment MM|Warner Bros.,3/7/07,2007,68358457,444446100,5,13671691,"['Virtual Studios', 'Legendary Pictures', 'Hollywood Gang Productions', 'Atmosphere Entertainment MM', 'Warner Bros.']",88889220,376087643
7402,Ghost Rider,114.0,Thriller|Action|Fantasy|Horror,Columbia Pictures Corporation|Relativity Media|Michael De Luca Productions|Marvel Enterprises|Crystal Sky Pictures,2/16/07,2007,115683544,240556981,5,23136708,"['Columbia Pictures Corporation', 'Relativity Media', 'Michael De Luca Productions', 'Marvel Enterprises', 'Crystal Sky Pictures']",48111396,124873437
7403,Juno,96.0,Comedy|Drama|Romance,Fox Searchlight Pictures|Mandate Pictures,12/5/07,2007,7887514,243368292,2,3943757,"['Fox Searchlight Pictures', 'Mandate Pictures']",121684146,235480778
7404,Bridge to Terabithia,96.0,Adventure|Drama|Family,Walden Media|Hal Lieberman Company|Lauren Levine Productions Inc.,2/16/07,2007,63100114,144695991,3,21033371,"['Walden Media', 'Hal Lieberman Company', 'Lauren Levine Productions Inc.']",48231997,81595877
7405,Shooter,124.0,Action|Drama|Mystery|Thriller|Crime,Paramount Pictures|Di Bonaventura Pictures|Grosvenor Park Impact Productions,3/22/07,2007,64151783,100641524,3,21383927,"['Paramount Pictures', 'Di Bonaventura Pictures', 'Grosvenor Park Impact Productions']",33547174,36489741
7406,Atonement,123.0,Drama|Romance,Universal Pictures|Studio Canal|Relativity Media|Working Title Films,8/29/07,2007,31550057,135945055,4,7887514,"['Universal Pictures', 'Studio Canal', 'Relativity Media', 'Working Title Films']",33986263,104394998
7407,There Will Be Blood,158.0,Drama,Miramax Films|Ghoulardi Film Company|Paramount Vantage,12/28/07,2007,26291714,80117737,3,8763904,"['Miramax Films', 'Ghoulardi Film Company', 'Paramount Vantage']",26705912,53826023
7409,American Gangster,157.0,Drama|Crime,Imagine Entertainment|Universal Pictures|Scott Free Productions|Relativity Media|Film Rites,11/2/07,2007,105166858,280232907,5,21033371,"['Imagine Entertainment', 'Universal Pictures', 'Scott Free Productions', 'Relativity Media', 'Film Rites']",56046581,175066049
7411,Shrek the Third,93.0,Fantasy|Adventure|Animation|Comedy|Family,DreamWorks Animation,5/17/07,2007,168266973,840239200,1,168266973,['DreamWorks Animation'],840239200,671972227
7412,Sweeney Todd: The Demon Barber of Fleet Street,116.0,Drama|Horror|Music,"Warner Bros.|DreamWorks Pictures|Tim Burton Productions|Zanuck Company, The|Parkes+MacDonald Image Nation",12/20/07,2007,52583429,159853624,5,10516685,"['Warner Bros.', 'DreamWorks Pictures', 'Tim Burton Productions', 'Zanuck Company, The', 'Parkes+MacDonald Image Nation']",31970724,107270195
7413,Superbad,113.0,Comedy,Columbia Pictures|Apatow Productions,8/17/07,2007,21033371,178637114,2,10516685,"['Columbia Pictures', 'Apatow Productions']",89318557,157603743
7414,Alvin and the Chipmunks,92.0,Comedy|Music|Family|Fantasy|Animation,Dune Entertainment|Regency Enterprises|Fox 2000 Pictures|Bagdasarian Productions,12/13/07,2007,63100114,380037934,4,15775028,"['Dune Entertainment', 'Regency Enterprises', 'Fox 2000 Pictures', 'Bagdasarian Productions']",95009483,316937820
7415,Bee Movie,91.0,Family|Animation|Adventure|Comedy,Pacific Data Images (PDI)|DreamWorks Animation|Columbus 81 Productions,10/28/07,2007,157750287,302454181,3,52583429,"['Pacific Data Images (PDI)', 'DreamWorks Animation', 'Columbus 81 Productions']",100818060,144703894
7416,Meet the Robinsons,95.0,Animation|Comedy|Family,Walt Disney Pictures|Walt Disney Animation Studios,3/23/07,2007,157750287,178082172,2,78875143,"['Walt Disney Pictures', 'Walt Disney Animation Studios']",89041086,20331885
7417,P.S. I Love You,126.0,Drama|Romance,Wendy Finerman Productions|Alcon Entertainment|Grosvenor Park Productions,11/15/07,2007,31550057,164938798,3,10516685,"['Wendy Finerman Productions', 'Alcon Entertainment', 'Grosvenor Park Productions']",54979599,133388741
7418,Knocked Up,129.0,Comedy|Romance|Drama,Universal Pictures|Apatow Productions,6/1/07,2007,31550057,230395891,2,15775028,"['Universal Pictures', 'Apatow Productions']",115197945,198845834
7419,The Number 23,101.0,Thriller|Drama|Mystery,New Line Cinema|Contrafilm|Firm Films,2/23/07,2007,31550057,81574582,3,10516685,"['New Line Cinema', 'Contrafilm', 'Firm Films']",27191527,50024525
7421,4: Rise of the Silver Surfer,92.0,Adventure|Fantasy|Action|Thriller,Ingenious Film Partners|Twentieth Century Fox Film Corporation|1492 Pictures|Dune Entertainment|Constantin Film Produktion,6/13/07,2007,136716915,303982451,5,27343383,"['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', '1492 Pictures', 'Dune Entertainment', 'Constantin Film Produktion']",60796490,167265536
7422,Enchanted,107.0,Comedy|Family|Fantasy|Romance,Walt Disney Pictures|Josephson Entertainment|Andalasia Productions|Right Coast Productions,11/20/07,2007,89391829,358080166,4,22347957,"['Walt Disney Pictures', 'Josephson Entertainment', 'Andalasia Productions', 'Right Coast Productions']",89520041,268688337
7423,Zodiac,157.0,Crime|Drama|Mystery|Thriller,Paramount Pictures|Warner Bros.|Phoenix Pictures,3/2/07,2007,68358457,89166682,3,22786152,"['Paramount Pictures', 'Warner Bros.', 'Phoenix Pictures']",29722227,20808225
7425,Ocean's Thirteen,122.0,Crime|Thriller,Village Roadshow Pictures|Section Eight|Jerry Weintraub Productions|Warner Bros.,6/7/07,2007,89391829,327397706,4,22347957,"['Village Roadshow Pictures', 'Section Eight', 'Jerry Weintraub Productions', 'Warner Bros.']",81849426,238005877
7426,TMNT,90.0,Comedy|Adventure|Fantasy|Action|Science Fiction,The Weinstein Company|Imagi Animation Studios|Warner Bros.|Mirage Studios|Imagi Production,3/22/07,2007,35756731,100548976,5,7151346,"['The Weinstein Company', 'Imagi Animation Studios', 'Warner Bros.', 'Mirage Studios', 'Imagi Production']",20109795,64792245
7427,The Simpsons Movie,87.0,Animation|Comedy|Family,Gracie Films|Twentieth Century Fox Film Corporation,7/25/07,2007,78875143,554301751,2,39437571,"['Gracie Films', 'Twentieth Century Fox Film Corporation']",277150875,475426608
7428,Charlie Wilson's War,102.0,Comedy|Drama|History,Universal Pictures|Participant Productions|Playtone Production,12/19/07,2007,78875143,125148992,3,26291714,"['Universal Pictures', 'Participant Productions', 'Playtone Production']",41716330,46273849
7429,28 Weeks Later,100.0,Horror|Thriller|Science Fiction,DNA Films|Figment Films|Sociedad General de Cine S.A.|UK Film Council|Fox Atomic,4/26/07,2007,15775028,67557549,5,3155005,"['DNA Films', 'Figment Films', 'Sociedad General de Cine S.A.', 'UK Film Council', 'Fox Atomic']",13511509,51782521
7430,The Kingdom,110.0,Thriller|Action|Drama,Universal Pictures|Forward Pass|Relativity Media|FilmWorks|MDBF Zweite Filmgesellschaft,8/22/07,2007,73616800,91136082,5,14723360,"['Universal Pictures', 'Forward Pass', 'Relativity Media', 'FilmWorks', 'MDBF Zweite Filmgesellschaft']",18227216,17519282
7431,Aliens vs Predator: Requiem,94.0,Fantasy|Action|Science Fiction|Thriller|Horror,Twentieth Century Fox Film Corporation|Dune Entertainment|Davis Entertainment|Brandywine Productions,12/25/07,2007,42066743,43956661,4,10516685,"['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Davis Entertainment', 'Brandywine Productions']",10989165,1889918
7432,Sunshine,107.0,Science Fiction|Thriller,DNA Films|Ingenious Film Partners|UK Film Council|Moving Picture Company (MPC),4/5/07,2007,52583429,33672117,4,13145857,"['DNA Films', 'Ingenious Film Partners', 'UK Film Council', 'Moving Picture Company (MPC)']",8418029,-18911312
7433,Mr. Bean's Holiday,90.0,Family|Comedy,Tiger Aspect Productions|Working Title Films,3/22/07,2007,26291714,241606495,2,13145857,"['Tiger Aspect Productions', 'Working Title Films']",120803247,215314781
7434,Mr. Brooks,120.0,Drama|Crime|Mystery|Thriller,Tig Productions|Eden Rock Media|Element Films|Relativity Media,6/1/07,2007,21033371,43788601,4,5258342,"['Tig Productions', 'Eden Rock Media', 'Element Films', 'Relativity Media']",10947150,22755230
7435,30 Days of Night,113.0,Horror|Thriller,Columbia Pictures|Dark Horse Entertainment|Ghost House Pictures|HorrorFlix,10/17/07,2007,31550057,79407259,4,7887514,"['Columbia Pictures', 'Dark Horse Entertainment', 'Ghost House Pictures', 'HorrorFlix']",19851814,47857202
7436,The Golden Compass,113.0,Adventure|Fantasy,New Line Cinema|Ingenious Film Partners|Depth of Field|Scholastic Productions,12/4/07,2007,189300344,391467711,4,47325086,"['New Line Cinema', 'Ingenious Film Partners', 'Depth of Field', 'Scholastic Productions']",97866927,202167367
7437,Once,85.0,Drama|Music|Romance,Summit Entertainment|Samson Films|RTE,3/23/07,2007,168266,21780595,3,56088,"['Summit Entertainment', 'Samson Films', 'RTE']",7260198,21612329
7439,88 Minutes,108.0,Crime|Mystery|Thriller,TriStar Pictures|Nu Image Entertainment|Brightlight Pictures,2/14/07,2007,31550057,17805678,3,10516685,"['TriStar Pictures', 'Nu Image Entertainment', 'Brightlight Pictures']",5935226,-13744379
7440,The Brave One,122.0,Crime|Drama|Thriller,Village Roadshow Pictures|Silver Pictures|Warner Bros.,9/14/07,2007,73616800,73371361,3,24538933,"['Village Roadshow Pictures', 'Silver Pictures', 'Warner Bros.']",24457120,-245439
7441,Disturbia,105.0,Thriller|Drama|Mystery,"Paramount Pictures|DreamWorks SKG|Cold Spring Pictures|Montecito Picture Company, The",4/12/07,2007,21033371,123844633,4,5258342,"['Paramount Pictures', 'DreamWorks SKG', 'Cold Spring Pictures', 'Montecito Picture Company, The']",30961158,102811262
7442,Lions for Lambs,92.0,Action|Adventure|Drama|History,Cruise/Wagner Productions|United Artists|Wildwood Enterprises|Andell Entertainment|Metro-Goldwyn-Mayer (MGM),10/22/07,2007,36808400,66482146,5,7361680,"['Cruise/Wagner Productions', 'United Artists', 'Wildwood Enterprises', 'Andell Entertainment', 'Metro-Goldwyn-Mayer (MGM)']",13296429,29673746
7443,3:10 to Yuma,122.0,Western,Tree Line Films|Lionsgate|Relativity Media|Yuma,9/6/07,2007,57841772,73633858,4,14460443,"['Tree Line Films', 'Lionsgate', 'Relativity Media', 'Yuma']",18408464,15792086
7444,August Rush,114.0,Drama,Warner Bros.|CJ Entertainment|Southpaw Entertainment,11/21/07,2007,26291714,69538457,3,8763904,"['Warner Bros.', 'CJ Entertainment', 'Southpaw Entertainment']",23179485,43246743
7445,Awake,84.0,Thriller|Crime|Mystery,The Weinstein Company|Open City Films|GreeneStreet Films,11/28/07,2007,90443498,15116500,3,30147832,"['The Weinstein Company', 'Open City Films', 'GreeneStreet Films']",5038833,-75326998
7446,War,103.0,Action|Thriller|Crime,Mosaic Media Group|Current Entertainment|Lionsgate|Fierce Entertainment|Province of British Columbia Production Services Tax Credit,8/24/07,2007,26291714,42542773,5,5258342,"['Mosaic Media Group', 'Current Entertainment', 'Lionsgate', 'Fierce Entertainment', 'Province of British Columbia Production Services Tax Credit']",8508554,16251059
7447,Paranormal Activity,86.0,Horror|Mystery,Blumhouse Productions|Solana Films,9/14/07,2007,15775,203346220,2,7887,"['Blumhouse Productions', 'Solana Films']",101673110,203330445
7448,Evan Almighty,96.0,Fantasy|Comedy|Family,Columbia Pictures|Universal Pictures|Spyglass Entertainment|Shady Acres Entertainment|Original Film,6/9/07,2007,184042001,181938664,5,36808400,"['Columbia Pictures', 'Universal Pictures', 'Spyglass Entertainment', 'Shady Acres Entertainment', 'Original Film']",36387732,-2103337
7449,I Now Pronounce You Chuck & Larry,115.0,Comedy|Romance,Universal Pictures|Happy Madison Productions,7/12/07,2007,89391829,195686301,2,44695914,"['Universal Pictures', 'Happy Madison Productions']",97843150,106294472
7450,Next,96.0,Action|Science Fiction|Thriller,Paramount Pictures|Virtual Studios|Revolution Studios|Saturn Films|Broken Road Productions,4/24/07,2007,73616800,19151950,5,14723360,"['Paramount Pictures', 'Virtual Studios', 'Revolution Studios', 'Saturn Films', 'Broken Road Productions']",3830390,-54464850
7452,Premonition,110.0,Fantasy|Drama|Mystery,TriStar Pictures|Hyde Park Films|Offspring Entertainment,2/8/07,2007,21033371,88494579,3,7011123,"['TriStar Pictures', 'Hyde Park Films', 'Offspring Entertainment']",29498193,67461208
7454,Saw IV,93.0,Horror|Thriller|Crime,Lions Gate Films|Twisted Pictures,10/25/07,2007,10516685,146552786,2,5258342,"['Lions Gate Films', 'Twisted Pictures']",73276393,136036101
7455,Fred Claus,116.0,Action|Comedy|Drama,Silver Pictures|Warner Bros.|Jessie Nelson Productions|David Dobkin Productions,11/3/07,2007,105166858,102893517,4,26291714,"['Silver Pictures', 'Warner Bros.', 'Jessie Nelson Productions', 'David Dobkin Productions']",25723379,-2273341
7457,Hairspray,117.0,Comedy|Music|Romance,New Line Cinema,7/13/07,2007,52583429,95123431,1,52583429,['New Line Cinema'],95123431,42540002
7460,Shoot 'Em Up,86.0,Action|Thriller|Comedy|Crime,New Line Cinema|Angry Films,7/26/07,2007,41015074,28206425,2,20507537,"['New Line Cinema', 'Angry Films']",14103212,-12808649
7461,Eastern Promises,100.0,Thriller|Crime|Mystery,BBC Films|Serendipity Point Films|T̩l̩film Canada|Astral Media|Scion Films,9/14/07,2007,54160932,57959933,5,10832186,"['BBC Films', 'Serendipity Point Films', 'T̩l̩film Canada', 'Astral Media', 'Scion Films']",11591986,3799001
7462,Beowulf,115.0,Animation|Fantasy,Paramount Pictures|Shangri-La Entertainment|ImageMovers|Paramount Animation,11/5/07,2007,73616800,205849271,4,18404200,"['Paramount Pictures', 'Shangri-La Entertainment', 'ImageMovers', 'Paramount Animation']",51462317,132232471
7463,No Reservations,104.0,Comedy,Village Roadshow Pictures|Castle Rock Entertainment|Warner Bros.|Storefront Pictures|WV Films III,7/25/07,2007,29446720,97385615,5,5889344,"['Village Roadshow Pictures', 'Castle Rock Entertainment', 'Warner Bros.', 'Storefront Pictures', 'WV Films III']",19477123,67938895
7465,The Heartbreak Kid,116.0,Comedy,Conundrum Entertainment|Davis Entertainment|DreamWorks Pictures|Radar Pictures,10/5/07,2007,63100114,134368171,4,15775028,"['Conundrum Entertainment', 'Davis Entertainment', 'DreamWorks Pictures', 'Radar Pictures']",33592042,71268057
7466,Surf's Up,85.0,Animation|Comedy|Family,Sony Pictures Animation,6/8/07,2007,89391829,156745431,1,89391829,['Sony Pictures Animation'],156745431,67353602
7467,1408,104.0,Horror|Thriller,Dimension Films,7/12/07,2007,26291714,99571558,1,26291714,['Dimension Films'],99571558,73279844
7468,Hitman,89.0,Action|Crime|Drama|Thriller,Twentieth Century Fox Film Corporation|Dune Entertainment|Anka Film|EuropaCorp|Daybreak Productions,11/21/07,2007,25240045,105130841,5,5048009,"['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Anka Film', 'EuropaCorp', 'Daybreak Productions']",21026168,79890796
7469,The Game Plan,110.0,Comedy|Family,Walt Disney Pictures|Mayhem Pictures|Monkey Dance Productions,9/28/07,2007,23136708,155521321,3,7712236,"['Walt Disney Pictures', 'Mayhem Pictures', 'Monkey Dance Productions']",51840440,132384613
7471,Grindhouse,191.0,Thriller|Action|Horror,"Big Talk Productions|Yer Dead Productions|Weinstein Company, The|Dimension Films|Troublemaker Studios",4/6/07,2007,70461795,26331569,5,14092359,"['Big Talk Productions', 'Yer Dead Productions', 'Weinstein Company, The', 'Dimension Films', 'Troublemaker Studios']",5266313,-44130226
7472,Run Fatboy Run,100.0,Comedy|Romance,Entertainment Films|Material Entertainment|Beech Hill Films,9/6/07,2007,10516685,34705063,3,3505561,"['Entertainment Films', 'Material Entertainment', 'Beech Hill Films']",11568354,24188378
